坐標x,坐標y,調查日期（yyyymmdd）,物種類別（綱）,物種名稱（學名或中文名）,數量,調查法,不準度
121.5827083,25.05311944,20171023,條鰭魚綱,Oreochromis niloticus,112,網捕法、電魚法,<25公尺
121.5827083,25.05311944,20171023,條鰭魚綱,Oreochromis sp.,1,網捕法、電魚法,<25公尺
121.5827083,25.05311944,20171023,條鰭魚綱,Hypselecara temporalis,23,網捕法、電魚法,<25公尺
121.5827083,25.05311944,20171023,條鰭魚綱,Cyprinus carpio carpio,1,網捕法、電魚法,<25公尺
121.5827083,25.05311944,20171023,條鰭魚綱,Distoechodon tumirostris,1,網捕法、電魚法,<25公尺
121.5827083,25.05311944,20171023,條鰭魚綱,Clarias batrachus,2,網捕法、電魚法,<25公尺
121.5827083,25.05311944,20171023,條鰭魚綱,Mugil cephalus,4,網捕法、電魚法,<25公尺
121.5827083,25.05311944,20171023,條鰭魚綱,Carassius auratus auratus,3,網捕法、電魚法,<25公尺
121.5827083,25.05311944,20171023,條鰭魚綱,Aristichthys nobilis,1,網捕法、電魚法,<25公尺
121.5037194,25.08701111,20171023,條鰭魚綱,Mugil cephalus,2,網捕法、電魚法,<25公尺
121.5037194,25.08701111,20171023,條鰭魚綱,Periophthalmus modestus,3,網捕法、電魚法,<25公尺
121.5045833,25.04943333,20171024,條鰭魚綱,Mugil cephalus,4,網捕法、電魚法,<25公尺
121.5045833,25.04943333,20171024,條鰭魚綱,Oreochromis niloticus,23,網捕法、電魚法,<25公尺
121.4948278,25.00980833,20171024,條鰭魚綱,Aristichthys nobilis,5,網捕法、電魚法,<25公尺
121.4948278,25.00980833,20171024,條鰭魚綱,Eleotris fusca,1,網捕法、電魚法,<25公尺
121.4948278,25.00980833,20171024,條鰭魚綱,Anguilla japonica,1,網捕法、電魚法,<25公尺
121.4948278,25.00980833,20171024,條鰭魚綱,Oreochromis niloticus,3,網捕法、電魚法,<25公尺
121.5302972,24.98968056,20171024,條鰭魚綱,Oreochromis niloticus,2,網捕法、電魚法,<25公尺
121.5302972,24.98968056,20171024,條鰭魚綱,Carassius auratus auratus,5,網捕法、電魚法,<25公尺
121.5587556,25.19008889,20171027,條鰭魚綱,Acrossocheilus paradoxus,20,網捕法、電魚法,<25公尺
121.5587556,25.19008889,20171027,條鰭魚綱,Varicorhinus barbatulus,29,網捕法、電魚法,<25公尺
121.5587556,25.19008889,20171027,條鰭魚綱,Candidia barbata,10,網捕法、電魚法,<25公尺
121.5587556,25.19008889,20171027,條鰭魚綱,Rhinogobius candidianus,6,網捕法、電魚法,<25公尺
121.4703333,25.11549722,20171105,條鰭魚綱,Gambusia affinis,3,網捕法、電魚法,<25公尺
121.4703333,25.11549722,20171105,條鰭魚綱,Pseudogobius javanicus,2,網捕法、電魚法,<25公尺
121.4703333,25.11549722,20171105,條鰭魚綱,Redigobius bikolanus,1,網捕法、電魚法,<25公尺
121.5880472,25.12475278,20171105,條鰭魚綱,Varicorhinus barbatulus,8,網捕法、電魚法,<25公尺
121.5880472,25.12475278,20171105,條鰭魚綱,Acrossocheilus paradoxus,4,網捕法、電魚法,<25公尺
121.5880472,25.12475278,20171105,條鰭魚綱,Candidia barbata,6,網捕法、電魚法,<25公尺
121.5880472,25.12475278,20171105,條鰭魚綱,Geophagus brasiliensis,2,網捕法、電魚法,<25公尺
121.5880472,25.12475278,20171105,條鰭魚綱,Rhinogobius candidianus,3,網捕法、電魚法,<25公尺
121.5745083,25.11633611,20171105,條鰭魚綱,Varicorhinus barbatulus,3,網捕法、電魚法,<25公尺
121.5745083,25.11633611,20171105,條鰭魚綱,Acrossocheilus paradoxus,1,網捕法、電魚法,<25公尺
121.5745083,25.11633611,20171105,條鰭魚綱,Candidia barbata,1,網捕法、電魚法,<25公尺
121.5148056,25.08617778,20171105,條鰭魚綱,Mugilogobius abei,12,網捕法、電魚法,<25公尺
121.5148056,25.08617778,20171105,條鰭魚綱,Gambusia affinis,5,網捕法、電魚法,<25公尺
121.5148056,25.08617778,20171105,條鰭魚綱,Periophthalmus modestus,4,網捕法、電魚法,<25公尺
121.5148056,25.08617778,20171105,條鰭魚綱,Pseudogobius taijiangensis,1,網捕法、電魚法,<25公尺
121.5148056,25.08617778,20171105,條鰭魚綱,Pterygoplichthys pardalis,1,網捕法、電魚法,<25公尺
121.5148056,25.08617778,20171105,條鰭魚綱,Mugil cephalus,30,網捕法、電魚法,<25公尺
121.5148056,25.08617778,20171105,條鰭魚綱,Acanthopagrus taiwanensis,1,網捕法、電魚法,<25公尺
121.5148056,25.08617778,20171105,條鰭魚綱,Caranx sexfasciatus,1,網捕法、電魚法,<25公尺
121.5037194,25.08701111,20170307,腹足綱,Assiminea taiwanensis,1,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20170307,腹足綱,Assiminea hayashii,1,蝦籠誘捕法,<25公尺
121.5302972,24.98968056,20170307,腹足綱,Austropeplea ollula,2,蝦籠誘捕法,<25公尺
121.5302972,24.98968056,20170307,腹足綱,Physa acuta,4,蝦籠誘捕法,<25公尺
121.5148056,25.08617778,20170307,腹足綱,Stenothyra formosana,1,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20170510,腹足綱,Semisulcospira libertina,26,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20170510,腹足綱,Stenothyra formosana,23,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20170510,腹足綱,Physa acuta,7,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20170512,腹足綱,Assiminea japonica,2,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20170512,腹足綱,Assiminea taiwanensis,1,蝦籠誘捕法,<25公尺
121.4948278,25.00980833,20170512,腹足綱,Physa acuta,4,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20170512,雙殼綱,Corbicula fluminea,1,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20170512,腹足綱,Semisulcospira libertina,7,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20170512,腹足綱,Tarebia granifera,2,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20170512,腹足綱,Physa acuta,4,蝦籠誘捕法,<25公尺
121.5042278,25.08558333,20170512,腹足綱,Physa acuta,25,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20170522,腹足綱,Semisulcospira libertina,4,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20170522,雙殼綱,Corbicula fluminea,3,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20170522,腹足綱,Thiara riqueti,1,蝦籠誘捕法,<25公尺
121.5745083,25.11633611,20170522,腹足綱,Semisulcospira libertina,30,蝦籠誘捕法,<25公尺
121.5827083,25.05311944,20170522,腹足綱,Pomacea canaliculata,2,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,腹足綱,Pomacea canaliculata,14,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,腹足綱,Tarebia granifera,30,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,腹足綱,Semisulcospira libertina,21,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,腹足綱,Physa acuta,4,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,雙殼綱,Corbicula fluminea,6,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,腹足綱,Septaria porcellana,2,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,腹足綱,Assiminea taiwanensis,7,蝦籠誘捕法,<25公尺
121.5042278,25.08558333,20171023,腹足綱,Physa acuta,3,蝦籠誘捕法,<25公尺
121.5827083,25.05311944,20171023,腹足綱,Pomacea canaliculata,2,蝦籠誘捕法,<25公尺
121.5827083,25.05311944,20171023,腹足綱,Physa acuta,5,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20171023,腹足綱,Assiminea hayashii,9,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20171027,腹足綱,Stenothyra formosana,6,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20171027,腹足綱,Semisulcospira libertina,21,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20171027,腹足綱,Assiminea taiwanensis,3,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20171105,腹足綱,Physa acuta,2,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20171105,腹足綱,Austropeplea ollula,2,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20171105,腹足綱,Semisulcospira libertina,19,蝦籠誘捕法,<25公尺
121.5745083,25.11633611,20171105,腹足綱,Semisulcospira libertina,8,蝦籠誘捕法,<25公尺
121.4703333,25.11549722,20170307,軟甲綱,Perisesarma bidens,3,蝦籠誘捕法,<25公尺
121.4703333,25.11549722,20170307,軟甲綱,Scylla tranquebarica,1,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20170307,軟甲綱,Perisesarma bidens,1,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20170307,軟甲綱,Chiromantes dehaani,15,蝦籠誘捕法,<25公尺
121.5045833,25.04943333,20170307,軟甲綱,Chiromantes dehaani,2,蝦籠誘捕法,<25公尺
121.5148056,25.08617778,20170307,軟甲綱,Chiromantes dehaani,11,蝦籠誘捕法,<25公尺
121.5148056,25.08617778,20170307,軟甲綱,Varuna litterata,1,蝦籠誘捕法,<25公尺
121.5148056,25.08617778,20170307,軟甲綱,Metopograpsus thukuhar,1,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20170510,軟甲綱,Geothelphusa candidiensis,2,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20170510,軟甲綱,Caridina formosae,19,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20170510,軟甲綱,Macrobrachium asperulum,17,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20170512,軟甲綱,Ilyoplax formosensis,8,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20170512,軟甲綱,Parasesarma plicatum,4,蝦籠誘捕法,<25公尺
121.5037194,25.08701111,20170512,軟甲綱,Tmethypocoelis ceratophora,5,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20170512,軟甲綱,Caridina pseudodenticulata,31,蝦籠誘捕法,<25公尺
121.5042278,25.08558333,20170512,軟甲綱,Eriocheir japonicus,1,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20170522,軟甲綱,Caridina pseudodenticulata,4,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20170522,軟甲綱,Macrobrachium asperulum,2,蝦籠誘捕法,<25公尺
121.5745083,25.11633611,20170522,軟甲綱,Geothelphusa candidiensis,2,蝦籠誘捕法,<25公尺
121.5745083,25.11633611,20170522,軟甲綱,Caridina pseudodenticulata,15,蝦籠誘捕法,<25公尺
121.5745083,25.11633611,20170522,軟甲綱,Macrobrachium asperulum,2,蝦籠誘捕法,<25公尺
121.5745083,25.11633611,20170522,軟甲綱,Neocaridina ketagalan,3,蝦籠誘捕法,<25公尺
121.5827083,25.05311944,20170522,軟甲綱,Chiromantes dehaani,7,蝦籠誘捕法,<25公尺
121.5827083,25.05311944,20170522,軟甲綱,Parasesarma plicatum,1,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,軟甲綱,Caridina pseudodenticulata,23,蝦籠誘捕法,<25公尺
121.584875,24.98454167,20171023,軟甲綱,Macrobrachium nipponense,2,蝦籠誘捕法,<25公尺
121.5827083,25.05311944,20171023,軟甲綱,Chiromantes dehaani,4,蝦籠誘捕法,<25公尺
121.5827083,25.05311944,20171023,軟甲綱,Eriocheir japonicus,1,蝦籠誘捕法,<25公尺
121.5045833,25.04943333,20171024,軟甲綱,Uca arcuata,1,蝦籠誘捕法,<25公尺
121.4948278,25.00980833,20171024,軟甲綱,Macrobrachium nipponense,4,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20171027,軟甲綱,Macrobrachium asperulum,8,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20171105,軟甲綱,Caridina formosae,3,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20171105,軟甲綱,Geothelphusa candidiensis,1,蝦籠誘捕法,<25公尺
121.5880472,25.12475278,20171105,軟甲綱,Geothelphusa miyazakii,1,蝦籠誘捕法,<25公尺
121.4703333,25.11549722,20171105,軟甲綱,Macrobrachium nipponense,10,蝦籠誘捕法,<25公尺
121.4703333,25.11549722,20171105,軟甲綱,Perisesarma bidens,3,蝦籠誘捕法,<25公尺
121.4703333,25.11549722,20171105,軟甲綱,Chiromantes dehaani,5,蝦籠誘捕法,<25公尺
121.4703333,25.11549722,20171105,軟甲綱,Metapenaeus ensis,3,蝦籠誘捕法,<25公尺
121.5745083,25.11633611,20171105,軟甲綱,Geothelphusa candidiensis,2,蝦籠誘捕法,<25公尺
121.5148056,25.08617778,20171105,軟甲綱,Metapenaeus ensis,7,蝦籠誘捕法,<25公尺
121.5148056,25.08617778,20171105,軟甲綱,Chiromantes dehaani,16,蝦籠誘捕法,<25公尺
121.5148056,25.08617778,20171105,軟甲綱,Helice formosensis,2,蝦籠誘捕法,<25公尺
121.5148056,25.08617778,20171105,軟甲綱,Macrophthalmus abbreviatus,1,蝦籠誘捕法,<25公尺
121.5587556,25.19008889,20170510,昆蟲綱,Orthetrum triangulare,8,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Orthetrum luzonicum,1,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Euphaea formosa,10,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Orthetrum glaucum,4,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Bayadera brevicauda,1,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Matrona cyanoptera,2,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Mnais tenuis,4,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Asiagomphus septimus,3,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Psolodesmus mandarinus mandarinus,1,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20170510,昆蟲綱,Rhipidolestes aculeatus aculeatus,2,定點調查、穿越線,50-100公尺
121.5037194,25.08701111,20170512,昆蟲綱,Ischnura senegalensis,1,定點調查、穿越線,50-100公尺
121.5037194,25.08701111,20170512,昆蟲綱,Orthetrum sabina sabina,5,定點調查、穿越線,50-100公尺
121.5037194,25.08701111,20170512,昆蟲綱,Orthetrum pruinosum neglectum,1,定點調查、穿越線,50-100公尺
121.4948278,25.00980833,20170512,昆蟲綱,Pantala flavescens,2,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Heliocypha perforata perforata,1,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Euphaea formosa,34,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Orthetrum triangulare,1,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Matrona cyanoptera,5,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Pseudagrion pilidorsum pilidorsum,18,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Copera marginipes,15,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Trithemis aurora,7,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Pantala flavescens,1,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Neurothemis ramburii,5,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Prodasineura croconota,3,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20170512,昆蟲綱,Leptogomphus sauteri formosanus,1,定點調查、穿越線,50-100公尺
121.5042278,25.08558333,20170512,昆蟲綱,Crocothemis servilia servilia,15,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Euphaea formosa,9,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Orthetrum glaucum,1,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Orthetrum pruinosum neglectum,1,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Matrona cyanoptera,1,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Orthetrum triangulare,13,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Ceriagrion auranticum ryukyuanum,8,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Agriocnemis femina oryzae,1,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Trithemis festiva,2,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Copera marginipes,3,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Pantala flavescens,1,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Neurothemis ramburii,1,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Zygonyx takasago,11,定點調查、穿越線,50-100公尺
121.5880472,25.12475278,20170522,昆蟲綱,Ceriagrion fallax fallax,1,定點調查、穿越線,50-100公尺
121.5745083,25.11633611,20170522,昆蟲綱,Euphaea formosa,17,定點調查、穿越線,50-100公尺
121.5745083,25.11633611,20170522,昆蟲綱,Orthetrum glaucum,1,定點調查、穿越線,50-100公尺
121.5745083,25.11633611,20170522,昆蟲綱,Zygonyx takasago,3,定點調查、穿越線,50-100公尺
121.5745083,25.11633611,20170522,昆蟲綱,Matrona cyanoptera,1,定點調查、穿越線,50-100公尺
121.5745083,25.11633611,20170522,昆蟲綱,Orthetrum triangulare,1,定點調查、穿越線,50-100公尺
121.4703278,25.11546944,20170522,昆蟲綱,Copera marginipes,4,定點調查、穿越線,50-100公尺
121.4703278,25.11546944,20170522,昆蟲綱,Ischnura senegalensis,2,定點調查、穿越線,50-100公尺
121.4703278,25.11546944,20170522,昆蟲綱,Brachythemis contaminata,1,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20171023,昆蟲綱,Trithemis aurora,15,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20171023,昆蟲綱,Matrona cyanoptera,5,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20171023,昆蟲綱,Euphaea formosa,20,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20171023,昆蟲綱,Heliocypha perforata perforata,1,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20171023,昆蟲綱,Pseudagrion pilidorsum pilidorsum,1,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20171023,昆蟲綱,Copera marginipes,1,定點調查、穿越線,50-100公尺
121.584875,24.98454167,20171023,昆蟲綱,Neurothemis ramburii,1,定點調查、穿越線,50-100公尺
121.5042278,25.08558333,20171023,昆蟲綱,Pantala flavescens,10,定點調查、穿越線,50-100公尺
121.5042278,25.08558333,20171023,昆蟲綱,Orthetrum sabina sabina,8,定點調查、穿越線,50-100公尺
121.5042278,25.08558333,20171023,昆蟲綱,Trithemis aurora,1,定點調查、穿越線,50-100公尺
121.5042278,25.08558333,20171023,昆蟲綱,Copera marginipes,3,定點調查、穿越線,50-100公尺
121.5042278,25.08558333,20171023,昆蟲綱,Ischnura senegalensis,1,定點調查、穿越線,50-100公尺
121.5042278,25.08558333,20171023,昆蟲綱,Orthetrum pruinosum neglectum,2,定點調查、穿越線,50-100公尺
121.5827083,25.05311944,20171023,昆蟲綱,Pantala flavescens,3,定點調查、穿越線,50-100公尺
121.5037194,25.08701111,20171023,昆蟲綱,Pantala flavescens,1,定點調查、穿越線,50-100公尺
121.5045833,25.04943333,20171024,昆蟲綱,Pantala flavescens,7,定點調查、穿越線,50-100公尺
121.4948278,25.00980833,20171024,昆蟲綱,Pantala flavescens,4,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20171027,昆蟲綱,Pantala flavescens,3,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20171027,昆蟲綱,Psolodesmus mandarinus mandarinus,18,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20171027,昆蟲綱,Euphaea formosa,2,定點調查、穿越線,50-100公尺
121.5587556,25.19008889,20171027,昆蟲綱,Orthetrum pruinosum neglectum,2,定點調查、穿越線,50-100公尺
