坐標x,坐標y,調查日期（yyyymmdd）,調查時間（hh:mm）,物種類別（綱）,物種名稱（學名或中文名）,數量,調查者,鑑定者,調查法,不準度,其他
121.462117,25.117357,20240728,,條鰭魚綱,黑星銀(魚共),1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.5663,25.11823,20240728,,條鰭魚綱,明潭吻鰕虎,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.5663,25.11823,20240728,,條鰭魚綱,臺灣鏟頜魚,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.5663,25.11823,20240728,,條鰭魚綱,臺灣馬口魚,6,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.5663,25.11823,20240728,,條鰭魚綱,粗首鱲,11,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20240728,,條鰭魚綱,吉利慈鯛,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20240728,,條鰭魚綱,尼羅口孵魚,8,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20240728,,條鰭魚綱,臺灣鏟頜魚,13,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20240728,,條鰭魚綱,臺灣石(魚賓),3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20240728,,條鰭魚綱,臺灣馬口魚,11,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20240728,,條鰭魚綱,粗首鱲,27,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20240728,,條鰭魚綱,臺灣纓口鰍,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20240728,,條鰭魚綱,明潭吻鰕虎,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.506598,25.088068,20240728,,條鰭魚綱,尼羅口孵魚,12,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.506598,25.088068,20240728,,條鰭魚綱,大肚魚,4,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.506598,25.088068,20240728,,條鰭魚綱,大海鰱,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.506598,25.088068,20240728,,條鰭魚綱,阿部氏鯔鰕虎,5,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,吉利慈鯛,22,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,朱文錦,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,臺灣馬口魚,45,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,巴西珠母麗魚,23,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,孔雀魚,30,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,臺灣石(魚賓),30,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,尼羅口孵魚,13,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,粗首鱲,36,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20240728,,條鰭魚綱,極樂吻鰕虎,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,鯔,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,尼羅口孵魚,10,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,大肚魚,19,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,吉利慈鯛,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,粉紅副尼麗魚,52,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,豹紋翼甲鯰,11,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,巴西珠母麗魚,11,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,圓吻鯝,9,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20240728,,條鰭魚綱,䱗條,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20240728,,條鰭魚綱,鯔,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20240728,,條鰭魚綱,粉紅副尼麗魚,5,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20240728,,條鰭魚綱,豹紋翼甲鯰,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20240728,,條鰭魚綱,尼羅口孵魚,11,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.550542,25.191982,20240809,,條鰭魚綱,明潭吻鰕虎,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.550542,25.191982,20240809,,條鰭魚綱,臺灣鏟頜魚,17,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.550542,25.191982,20240809,,條鰭魚綱,臺灣馬口魚,10,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.550542,25.191982,20240809,,條鰭魚綱,臺灣石(魚賓),4,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.5663,25.11823,20241016,,條鰭魚綱,明潭吻鰕虎,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.5663,25.11823,20241016,,條鰭魚綱,臺灣鏟頜魚,4,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.5663,25.11823,20241016,,條鰭魚綱,臺灣馬口魚,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.5663,25.11823,20241016,,條鰭魚綱,臺灣石(魚賓),3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20241016,,條鰭魚綱,尼羅口孵魚,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20241016,,條鰭魚綱,臺灣鏟頜魚,4,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20241016,,條鰭魚綱,臺灣石(魚賓),3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20241016,,條鰭魚綱,臺灣馬口魚,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.579838,25.126647,20241016,,條鰭魚綱,明潭吻鰕虎,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.506598,25.088068,20241016,,條鰭魚綱,孔雀魚,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.506598,25.088068,20241016,,條鰭魚綱,大肚魚,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.506598,25.088068,20241016,,條鰭魚綱,黏皮鯔鰕虎,4,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.506598,25.088068,20241016,,條鰭魚綱,阿部氏鯔鰕虎,12,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20241016,,條鰭魚綱,朱文錦,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20241016,,條鰭魚綱,臺灣馬口魚,24,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20241016,,條鰭魚綱,巴西珠母麗魚,17,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20241016,,條鰭魚綱,孔雀魚,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20241016,,條鰭魚綱,臺灣石(魚賓),22,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.576675,24.986436,20241016,,條鰭魚綱,尼羅口孵魚,10,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20241016,,條鰭魚綱,圓吻鯝,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20241016,,條鰭魚綱,䱗條,15,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20241016,,條鰭魚綱,粉紅副尼麗魚,42,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20241016,,條鰭魚綱,豹紋翼甲鯰,4,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.563858,24.993538,20241016,,條鰭魚綱,尼羅口孵魚,28,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20241016,,條鰭魚綱,鯔,9,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20241016,,條鰭魚綱,粉紅副尼麗魚,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20241016,,條鰭魚綱,豹紋翼甲鯰,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20241016,,條鰭魚綱,尼羅口孵魚,12,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.574532,25.0549,20241016,,條鰭魚綱,線鱧,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.462117,25.117357,20241016,,條鰭魚綱,銀鱗鯧,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.462117,25.117357,20241016,,條鰭魚綱,黑星銀(魚共),1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.462117,25.117357,20241016,,條鰭魚綱,彈塗魚,17,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.462117,25.117357,20241016,,條鰭魚綱,粉紅副尼麗魚,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.462117,25.117357,20241016,,條鰭魚綱,黑斑脊塘鱧,5,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.494831,25.086965,20241017,,條鰭魚綱,彈塗魚,5,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.494831,25.086965,20241017,,條鰭魚綱,泰來海鯰,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.496475,25.051315,20241017,,條鰭魚綱,豹紋翼甲鯰,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.496475,25.051315,20241017,,條鰭魚綱,尼羅口孵魚,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.487419,25.010453,20241017,,條鰭魚綱,鯔,3,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.521629,24.99146,20241017,,條鰭魚綱,鯽,2,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.521629,24.99146,20241017,,條鰭魚綱,極樂吻鰕虎,1,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.521629,24.99146,20241017,,條鰭魚綱,尼羅口孵魚,6,林緯原、高潁,,蝦籠誘捕法、垂釣,<25公尺,
121.533137,25.099549,20240615,,鳥綱,岩鴿,15,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,金背鳩,6,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,紅鳩,2,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,珠頸斑鳩,5,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,白胸苦惡鳥,1,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,夜鷺,1,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,黑冠麻鷺,5,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,牛背鷺,3,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,五色鳥,5,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,大卷尾,5,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,黑枕王鶲,4,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,灰樹鵲,7,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,喜鵲,2,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,灰頭鷦鶯,3,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,褐頭鷦鶯,2,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,家燕,8,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,赤腰燕,5,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,紅嘴黑鵯,6,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,白頭翁,24,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,綠繡眼,17,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,烏領椋鳥,3,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,家八哥,6,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,白尾八哥,13,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,八哥,2,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,鵲鴝,1,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,白腰鵲鴝,1,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240615,,鳥綱,麻雀,37,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,金背鳩,5,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,珠頸斑鳩,1,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,黑冠麻鷺,3,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,牛背鷺,2,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,五色鳥,1,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,大卷尾,1,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,臺灣藍鵲,1,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,灰樹鵲,2,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,家燕,7,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,紅嘴黑鵯,3,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,白頭翁,14,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,綠繡眼,19,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,輝椋鳥,8,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,烏領椋鳥,4,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,家八哥,3,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,白尾八哥,3,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,鵲鴝,1,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240517,,鳥綱,麻雀,7,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,岩鴿,7,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,金背鳩,2,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,紅冠水雞,5,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,夜鷺,13,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,小白鷺,1,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,牛背鷺,2,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,蛇鵰,1,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,五色鳥,4,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,大卷尾,2,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,臺灣藍鵲,2,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,灰樹鵲,5,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,家燕,14,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,紅嘴黑鵯,11,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,白頭翁,12,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,綠繡眼,16,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,山紅頭,1,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,小彎嘴,1,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,烏領椋鳥,6,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,家八哥,1,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,白尾八哥,2,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,鵲鴝,1,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240530,,鳥綱,麻雀,5,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,綠頭鴨,2,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,岩鴿,6,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,金背鳩,18,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,紅冠水雞,24,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,白胸苦惡鳥,6,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,夜鷺,230,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,小白鷺,55,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,牛背鷺,25,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,蒼鷺,2,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,翠鳥,5,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,五色鳥,6,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,大卷尾,12,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,臺灣藍鵲,5,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,灰樹鵲,16,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,家燕,18,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,紅嘴黑鵯,19,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,白頭翁,20,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,綠繡眼,53,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,山紅頭,2,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,烏領椋鳥,2,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,家八哥,7,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,白尾八哥,2,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,鵲鴝,1,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240421,,鳥綱,麻雀,6,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,金背鳩,2,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,珠頸斑鳩,1,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,夜鷺,8,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,小白鷺,87,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,牛背鷺,35,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,大白鷺,1,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,埃及聖䴉,18,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,灰樹鵲,1,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,灰頭鷦鶯,3,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,家燕,16,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,白頭翁,14,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,綠繡眼,7,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,烏領椋鳥,4,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,家八哥,20,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,白尾八哥,9,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,鵲鴝,2,台北鳥會,,穿越線,<25公尺,
121.4661,25.10981,20240630,,鳥綱,麻雀,17,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,金背鳩,3,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,紅鳩,2,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,珠頸斑鳩,7,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,紅冠水雞,1,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,蒼鷺,1,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,大白鷺,3,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,小白鷺,2,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,牛背鷺,4,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,家八哥,4,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,褐頭鷦鶯,2,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20240630,,鳥綱,灰頭鷦鶯,1,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240417,,鳥綱,夜鷺,4,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240417,,鳥綱,紅冠水雞,3,台北鳥會,,穿越線,<25公尺,
121.582866,25.082209,20240417,,鳥綱,白胸苦惡鳥,3,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240417,,鳥綱,白胸苦惡鳥,1,台北鳥會,,穿越線,<25公尺,
121.612083,25.082723,20240417,,鳥綱,夜鷺,3,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240430,,鳥綱,夜鷺,2,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240430,,鳥綱,五色鳥,1,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240430,,鳥綱,大卷尾,1,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240430,,鳥綱,小雨燕,1,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240430,,鳥綱,黑冠麻鷺,3,台北鳥會,,穿越線,<25公尺,
121.533137,25.099549,20240430,,鳥綱,領角鴞,2,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240422,,鳥綱,白頭翁,4,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240422,,鳥綱,綠繡眼,2,台北鳥會,,穿越線,<25公尺,
121.533274,25.06461,20240422,,鳥綱,黑冠麻鷺,2,台北鳥會,,穿越線,<25公尺,
121.470907,25.1068,20241119,,鳥綱,金背鳩,1,蔣功國,,穿越線,<25公尺,
121.470907,25.1068,20241119,,鳥綱,磯鷸,2,蔣功國,,穿越線,<25公尺,
121.470907,25.1068,20241119,,鳥綱,大白鷺,1,蔣功國,,穿越線,<25公尺,
121.470907,25.1068,20241119,,鳥綱,黑鳶,3,蔣功國,,穿越線,<25公尺,
121.470907,25.1068,20241119,,鳥綱,喜鵲,4,蔣功國,,穿越線,<25公尺,
121.470907,25.1068,20241119,,鳥綱,白頭翁,7,蔣功國,,穿越線,<25公尺,
